_id,id_pdc,statut_pdc,url_description_pdc,last_updated,coordonneesxy,adresse_station,code_insee_commune,arrondissement,id_pdc_local,id_station_local,id_station_itinerance,nom_station,implantation_station,nbre_pdc,date_maj,condition_acces,gratuit,paiement_acte,paiement_cb,paiement_autre,reservation,observations,siren_amenageur,contact_amenageur,nom_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,tarification,id_pdc_itinerance,date_mise_en_service,accessibilite_pmr,restriction_gabarit,station_deux_roues,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,prise_type_3,num_pdl,horaires,raccordement
66465bdbc690a94da36a4384,FR*V75*EPX11*05*4,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*05*4,2022-06-13T02:30:01+00:00,"{'lon': 2.3664377, 'lat': 48.865765}",8 Boulevard Voltaire 75011 Paris,75111,11e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdbc690a94da36a4385,FR*V75*EPX20*09*2,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*2,2022-09-23T02:30:02+00:00,"{'lon': 2.4092, 'lat': 48.8731}",6 Rue Guébriant 75020 Paris,75120,20e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdbc690a94da36a4386,FR*V75*EPX20*09*3,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*3,2022-09-23T02:30:02+00:00,"{'lon': 2.4092, 'lat': 48.8731}",6 Rue Guébriant 75020 Paris,75120,20e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdbc690a94da36a4387,FR*V75*E9005*02*1,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9005*02*1,2022-11-22T03:20:17+00:00,"{'lon': 2.35242, 'lat': 48.84477}",55 Rue Monge 75005 Paris,75105,05e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdbc690a94da36a4388,FR*V75*EPX12*04*4,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*04*4,2023-05-24T02:30:05+00:00,"{'lon': 2.3922555, 'lat': 48.83641}",251 Rue de Charenton 75012 Paris,75112,12e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdbc690a94da36a4389,FR*V75*EPX13*05*1,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*05*1,2023-06-06T02:30:04+00:00,"{'lon': 2.356917, 'lat': 48.83039}",188 Avenue de Choisy 75013 Paris,75113,13e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdbc690a94da36a438a,FR*V75*EPX18*11*5,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*11*5,2023-10-19T02:30:06+00:00,"{'lon': 2.3375535, 'lat': 48.88508}",1bis Rue Ravignan 75018 Paris,75118,18e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdbc690a94da36a438b,FR*V75*EPX15*13*5,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*13*5,2024-01-03T03:30:06+00:00,"{'lon': 2.312675, 'lat': 48.838547}",29 Rue Cotentin 75015 Paris,75115,15e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdbc690a94da36a438c,FR*V75*EPX15*13*6,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*13*6,2024-01-03T03:30:06+00:00,"{'lon': 2.312675, 'lat': 48.838547}",29 Rue Cotentin 75015 Paris,75115,15e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdbc690a94da36a438d,FR*V75*EPX19*17*5,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*17*5,2024-02-26T03:30:05+00:00,"{'lon': 2.370891, 'lat': 48.882175}",4 Avenue Secrétan 75019 Paris,75119,19e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdfa9a48a6187c0eaaa,FR*V75*EPX11*05*4,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*05*4,2022-06-13T02:30:01+00:00,"{'lon': 2.3664377, 'lat': 48.865765}",8 Boulevard Voltaire 75011 Paris,75111,11e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdfa9a48a6187c0eaab,FR*V75*EPX20*09*2,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*2,2022-09-23T02:30:02+00:00,"{'lon': 2.4092, 'lat': 48.8731}",6 Rue Guébriant 75020 Paris,75120,20e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdfa9a48a6187c0eaac,FR*V75*EPX20*09*3,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*3,2022-09-23T02:30:02+00:00,"{'lon': 2.4092, 'lat': 48.8731}",6 Rue Guébriant 75020 Paris,75120,20e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdfa9a48a6187c0eaad,FR*V75*E9005*02*1,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9005*02*1,2022-11-22T03:20:17+00:00,"{'lon': 2.35242, 'lat': 48.84477}",55 Rue Monge 75005 Paris,75105,05e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdfa9a48a6187c0eaae,FR*V75*EPX12*04*4,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*04*4,2023-05-24T02:30:05+00:00,"{'lon': 2.3922555, 'lat': 48.83641}",251 Rue de Charenton 75012 Paris,75112,12e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdfa9a48a6187c0eaaf,FR*V75*EPX13*05*1,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*05*1,2023-06-06T02:30:04+00:00,"{'lon': 2.356917, 'lat': 48.83039}",188 Avenue de Choisy 75013 Paris,75113,13e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdfa9a48a6187c0eab0,FR*V75*EPX18*11*5,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*11*5,2023-10-19T02:30:06+00:00,"{'lon': 2.3375535, 'lat': 48.88508}",1bis Rue Ravignan 75018 Paris,75118,18e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdfa9a48a6187c0eab1,FR*V75*EPX15*13*5,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*13*5,2024-01-03T03:30:06+00:00,"{'lon': 2.312675, 'lat': 48.838547}",29 Rue Cotentin 75015 Paris,75115,15e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdfa9a48a6187c0eab2,FR*V75*EPX15*13*6,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*13*6,2024-01-03T03:30:06+00:00,"{'lon': 2.312675, 'lat': 48.838547}",29 Rue Cotentin 75015 Paris,75115,15e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465bdfa9a48a6187c0eab3,FR*V75*EPX19*17*5,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*17*5,2024-02-26T03:30:05+00:00,"{'lon': 2.370891, 'lat': 48.882175}",4 Avenue Secrétan 75019 Paris,75119,19e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465be43739bb8f96870339,FR*V75*EPX11*05*4,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*05*4,2022-06-13T02:30:01+00:00,"{'lon': 2.3664377, 'lat': 48.865765}",8 Boulevard Voltaire 75011 Paris,75111,11e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465be43739bb8f9687033a,FR*V75*EPX20*09*2,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*2,2022-09-23T02:30:02+00:00,"{'lon': 2.4092, 'lat': 48.8731}",6 Rue Guébriant 75020 Paris,75120,20e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465be43739bb8f9687033b,FR*V75*EPX20*09*3,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*3,2022-09-23T02:30:02+00:00,"{'lon': 2.4092, 'lat': 48.8731}",6 Rue Guébriant 75020 Paris,75120,20e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465be43739bb8f9687033c,FR*V75*E9005*02*1,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9005*02*1,2022-11-22T03:20:17+00:00,"{'lon': 2.35242, 'lat': 48.84477}",55 Rue Monge 75005 Paris,75105,05e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465be43739bb8f9687033d,FR*V75*EPX12*04*4,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*04*4,2023-05-24T02:30:05+00:00,"{'lon': 2.3922555, 'lat': 48.83641}",251 Rue de Charenton 75012 Paris,75112,12e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465be43739bb8f9687033e,FR*V75*EPX13*05*1,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*05*1,2023-06-06T02:30:04+00:00,"{'lon': 2.356917, 'lat': 48.83039}",188 Avenue de Choisy 75013 Paris,75113,13e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465be43739bb8f9687033f,FR*V75*EPX18*11*5,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*11*5,2023-10-19T02:30:06+00:00,"{'lon': 2.3375535, 'lat': 48.88508}",1bis Rue Ravignan 75018 Paris,75118,18e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465be43739bb8f96870340,FR*V75*EPX15*13*5,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*13*5,2024-01-03T03:30:06+00:00,"{'lon': 2.312675, 'lat': 48.838547}",29 Rue Cotentin 75015 Paris,75115,15e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465be43739bb8f96870341,FR*V75*EPX15*13*6,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*13*6,2024-01-03T03:30:06+00:00,"{'lon': 2.312675, 'lat': 48.838547}",29 Rue Cotentin 75015 Paris,75115,15e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465be43739bb8f96870342,FR*V75*EPX19*17*5,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*17*5,2024-02-26T03:30:05+00:00,"{'lon': 2.370891, 'lat': 48.882175}",4 Avenue Secrétan 75019 Paris,75119,19e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465c5a02cf4d94ed81b5e4,FR*V75*EPX11*05*4,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*05*4,2022-06-13T02:30:01+00:00,"{'lon': 2.3664377, 'lat': 48.865765}",8 Boulevard Voltaire 75011 Paris,75111,11e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465c5a02cf4d94ed81b5e5,FR*V75*EPX20*09*2,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*2,2022-09-23T02:30:02+00:00,"{'lon': 2.4092, 'lat': 48.8731}",6 Rue Guébriant 75020 Paris,75120,20e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66465c5a02cf4d94ed81b5e6,FR*V75*EPX20*09*3,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*3,2022-09-23T02:30:02+00:00,"{'lon': 2.4092, 'lat': 48.8731}",6 Rue Guébriant 75020 Paris,75120,20e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
